region,mlab_site,month,DownloadThroughputSplitByClientAndByServer,UploadThroughputSplitByClientAndByServer,RTTSplitByClientAndByServer,NetLimitedSplitByClientAndByServer,ClientLimitedSplitByClientAndByServer,WinScaleRcvdSplitByClientAndByServer,NumberOfClientsSplitByClientAndByServer
804_43,UK-London,06-01-2010,1.249819,1.004802,71.000000,0.802739,0.187949,0.825658,258
804_43,UK-London,07-01-2010,1.126007,0.804433,73.000000,0.828397,0.163589,0.526163,287
804_43,UK-London,07-01-2011,2.965159,2.091170,64.000000,0.890606,0.100015,1.114379,231
804_43,UK-London,08-01-2010,1.461456,1.246478,70.000000,0.881049,0.101814,0.634783,292
804_43,UK-London,08-01-2011,2.462404,2.493836,64.000000,0.882181,0.109523,1.512422,258
804_43,UK-London,09-01-2010,1.190115,1.085239,70.000000,0.925995,0.047804,1.025362,236
804_43,UK-London,09-01-2011,3.027281,2.531005,64.000000,0.925962,0.067640,1.286136,268
804_43,UK-London,10-01-2010,,0.924940,69.000000,0.941978,0.043987,0.693966,
804_43,UK-London,11-01-2010,,1.161780,67.000000,0.961141,0.029716,0.926407,
804_43,UK-London,12-01-2010,1.605416,1.125744,68.000000,0.906068,0.086029,0.993750,249
804_46,DE-Hamburg,01-01-2011,1.838154,0.585138,81.000000,0.782416,0.211919,0.887354,613
804_46,DE-Hamburg,02-01-2011,1.863130,0.602858,85.000000,0.877849,0.110815,1.277108,695
804_46,DE-Hamburg,03-01-2010,0.974672,0.402430,75.500000,0.310752,0.668668,1.215094,297
804_46,DE-Hamburg,03-01-2011,2.276489,0.605931,78.000000,0.804976,0.186282,0.981614,655
804_46,DE-Hamburg,04-01-2010,1.038008,0.408282,72.000000,0.638956,0.347493,1.017758,568
804_46,DE-Hamburg,05-01-2010,0.970588,0.406922,70.000000,0.836849,0.150866,1.194125,540
804_46,DE-Hamburg,06-01-2010,0.954143,0.522683,78.000000,0.423196,0.561986,0.929316,493
804_46,DE-Hamburg,07-01-2010,1.696931,0.568120,80.000000,0.185608,0.802496,0.975840,467
804_46,DE-Hamburg,07-01-2011,3.241545,0.683726,66.000000,0.850047,0.140647,1.138129,503
804_46,DE-Hamburg,08-01-2010,1.832515,0.597364,76.000000,0.207538,0.778001,0.911081,382
804_46,DE-Hamburg,08-01-2011,3.423290,0.643147,66.000000,0.864665,0.129062,1.305832,480
804_46,DE-Hamburg,09-01-2010,1.898942,0.603211,69.000000,0.441359,0.549136,0.885850,471
804_46,DE-Hamburg,09-01-2011,3.765604,0.692215,66.000000,0.801352,0.193486,1.406137,389
804_46,DE-Hamburg,10-01-2010,1.823674,0.587262,75.000000,0.545520,0.448175,0.545866,537
804_46,DE-Hamburg,11-01-2010,2.046322,0.603177,69.500000,0.657709,0.333162,0.739179,556
804_46,DE-Hamburg,12-01-2010,2.020642,0.598346,72.000000,0.621817,0.347708,1.040157,630
804_46,FR-Paris,01-01-2010,0.885493,0.396284,87.000000,0.830251,0.151251,1.032836,235
804_46,FR-Paris,01-01-2011,1.360088,0.551456,91.000000,0.875785,0.102790,0.673707,951
804_46,FR-Paris,02-01-2010,0.926160,0.378012,100.000000,0.274683,0.719153,0.530576,272
804_46,FR-Paris,02-01-2011,1.212459,0.523011,97.000000,0.886806,0.103689,0.629520,944
804_46,FR-Paris,03-01-2010,0.901024,0.361653,95.000000,0.366284,0.615536,0.305389,440
804_46,FR-Paris,03-01-2011,1.789883,0.558773,92.000000,0.771570,0.218811,0.508083,840
804_46,FR-Paris,04-01-2010,0.925581,0.368436,92.000000,0.728646,0.259882,0.404319,863
804_46,FR-Paris,05-01-2010,0.910079,0.385274,89.000000,0.808437,0.172250,0.435128,761
804_46,FR-Paris,06-01-2010,0.814946,0.392275,99.000000,0.746390,0.236958,0.530132,682
804_46,FR-Paris,07-01-2010,1.027490,0.462088,92.000000,0.245119,0.740177,0.418810,635
804_46,FR-Paris,07-01-2011,1.871271,0.590021,83.000000,0.827961,0.151221,0.885757,937
804_46,FR-Paris,08-01-2010,1.022193,0.508693,90.000000,0.435093,0.551332,0.375847,490
804_46,FR-Paris,08-01-2011,,0.615816,83.000000,0.884797,0.109364,0.608541,
804_46,FR-Paris,09-01-2010,1.453234,0.546026,85.000000,0.582263,0.409751,0.511088,552
804_46,FR-Paris,10-01-2010,1.584629,0.537340,91.500000,0.478602,0.513723,0.224083,725
804_46,FR-Paris,11-01-2010,1.891552,0.556328,86.000000,0.660929,0.327602,0.480753,742
804_46,FR-Paris,12-01-2010,1.689785,0.522783,90.000000,0.718813,0.265151,0.583596,798
804_46,GR-Athens,01-01-2010,,0.368998,,,,,
804_46,GR-Athens,01-01-2011,1.433009,0.519377,134.000000,0.692214,0.295165,0.956766,4888
804_46,GR-Athens,02-01-2010,0.928688,0.372797,136.000000,0.155027,0.833058,0.751738,378
804_46,GR-Athens,02-01-2011,1.314878,0.500135,138.000000,0.768416,0.218794,0.973907,4646
804_46,GR-Athens,03-01-2010,0.885891,0.372803,132.000000,0.157711,0.831467,0.751130,1512
804_46,GR-Athens,03-01-2011,1.640510,0.517315,135.000000,0.541654,0.449569,0.940838,4390
804_46,GR-Athens,04-01-2010,0.883729,0.374406,129.000000,0.326117,0.659077,0.856998,4742
804_46,GR-Athens,05-01-2010,0.871070,0.376215,128.000000,0.450253,0.539582,0.966874,5048
804_46,GR-Athens,06-01-2010,0.872692,0.413598,131.000000,0.239266,0.746431,1.054006,4929
804_46,GR-Athens,07-01-2010,0.974942,0.487397,133.000000,0.167517,0.821436,0.931362,4563
804_46,GR-Athens,07-01-2011,1.717940,0.555318,124.000000,0.727919,0.262454,1.045505,2844
804_46,GR-Athens,08-01-2010,1.097280,0.516743,127.000000,0.168907,0.820841,0.726697,2863
804_46,GR-Athens,08-01-2011,1.738890,0.549877,126.000000,0.795713,0.196101,1.081594,3476
804_46,GR-Athens,09-01-2010,1.544513,0.531049,124.000000,0.188575,0.801629,0.801957,3094
804_46,GR-Athens,09-01-2011,1.832121,0.579913,124.000000,0.712216,0.278822,1.186441,2968
804_46,GR-Athens,10-01-2010,1.548575,0.522921,127.000000,0.319774,0.665711,0.781268,3846
804_46,GR-Athens,11-01-2010,1.625185,0.523169,128.000000,0.326597,0.656436,0.797753,3522
804_46,GR-Athens,12-01-2010,1.594947,0.518154,132.000000,0.446580,0.538345,0.834154,4117
804_46,NL-Amsterdam,01-01-2011,1.474981,0.561721,81.000000,0.450016,0.543890,0.291990,236
804_46,NL-Amsterdam,02-01-2010,,0.395506,97.000000,0.309762,0.676067,0.911184,
804_46,NL-Amsterdam,02-01-2011,1.343296,0.566673,81.500000,0.868668,0.118068,0.707386,236
804_46,NL-Amsterdam,03-01-2010,0.943100,0.375165,87.000000,0.589341,0.398106,0.316279,256
804_46,NL-Amsterdam,03-01-2011,,0.583366,81.000000,0.691084,0.302968,0.883562,
804_46,NL-Amsterdam,04-01-2010,0.937099,0.391163,84.000000,0.728509,0.257213,0.393873,297
804_46,NL-Amsterdam,05-01-2010,,0.378614,84.000000,0.731693,0.252447,0.419929,
804_46,NL-Amsterdam,06-01-2010,,0.414481,89.000000,0.220161,0.763869,0.782209,
804_46,NL-Amsterdam,07-01-2010,,0.545274,87.000000,0.220166,0.770280,0.383041,
804_46,NL-Amsterdam,07-01-2011,2.611520,0.634861,86.000000,0.919689,0.068938,1.132890,212
804_46,NL-Amsterdam,08-01-2010,,0.562781,80.000000,0.296452,0.693171,0.793233,
804_46,NL-Amsterdam,08-01-2011,2.824174,0.592408,85.500000,0.903732,0.080034,0.920266,212
804_46,NL-Amsterdam,09-01-2010,,0.563273,86.000000,0.651306,0.336806,0.491694,
804_46,NL-Amsterdam,09-01-2011,,0.563473,90.000000,0.903908,0.092567,1.163701,
804_46,NL-Amsterdam,10-01-2010,,0.550004,90.000000,0.543463,0.453298,0.204893,
804_46,NL-Amsterdam,11-01-2010,,0.517923,86.500000,0.789972,0.190933,0.648026,
804_46,NL-Amsterdam,12-01-2010,1.804274,0.554374,79.000000,0.537058,0.441425,0.793187,239
804_46,NL-Amsterdam-2,01-01-2010,,0.375980,,,,,
804_46,NL-Amsterdam-2,01-01-2011,,0.552444,87.000000,0.950188,0.030780,0.356808,
804_46,NL-Amsterdam-2,02-01-2010,0.943460,0.392731,92.000000,0.560139,0.431060,0.611354,281
804_46,NL-Amsterdam-2,02-01-2011,,0.563150,82.000000,0.968716,0.017717,0.976190,
804_46,NL-Amsterdam-2,03-01-2010,0.951604,0.362908,86.000000,0.673533,0.320922,0.377709,203
804_46,NL-Amsterdam-2,03-01-2011,,0.554113,78.000000,0.966862,0.018253,0.743961,
804_46,NL-Amsterdam-2,04-01-2010,1.042664,0.389706,83.000000,0.723748,0.269892,0.429936,214
804_46,NL-Amsterdam-2,05-01-2010,,0.392324,80.000000,0.830780,0.150561,0.676190,
804_46,NL-Amsterdam-2,06-01-2010,,0.406565,,,,,
804_46,NL-Amsterdam-2,07-01-2010,,0.517553,84.000000,0.374182,0.607256,0.349515,
804_46,NL-Amsterdam-2,08-01-2010,,0.550879,,,,,
804_46,NL-Amsterdam-2,11-01-2010,,0.562866,,,,,
804_46,NL-Amsterdam-2,12-01-2010,,0.557004,83.000000,0.912597,0.079015,0.888372,
804_46,UK-London,01-01-2010,,0.392042,94.000000,0.696562,0.294486,0.879870,
804_46,UK-London,01-01-2011,1.805649,0.558572,87.000000,0.825599,0.166601,0.833619,769
804_46,UK-London,02-01-2010,0.905409,0.383540,107.000000,0.301398,0.678049,0.687879,528
804_46,UK-London,02-01-2011,1.545712,0.537202,91.000000,0.869869,0.120305,0.831169,724
804_46,UK-London,03-01-2010,0.903896,0.369085,100.500000,0.412406,0.577113,0.714824,886
804_46,UK-London,03-01-2011,1.766824,0.554276,91.000000,0.755466,0.232788,0.436015,705
804_46,UK-London,04-01-2010,0.921135,0.380627,100.000000,0.497845,0.489270,0.695962,722
804_46,UK-London,05-01-2010,0.890208,0.380712,96.000000,0.650256,0.342043,0.721042,605
804_46,UK-London,06-01-2010,0.921943,0.407258,100.000000,0.387416,0.589013,0.675456,561
804_46,UK-London,07-01-2010,0.988329,0.462130,96.000000,0.213442,0.772208,0.690233,512
804_46,UK-London,07-01-2011,1.871330,0.576812,83.000000,0.868665,0.125459,0.830882,480
804_46,UK-London,08-01-2010,1.092372,0.505343,94.000000,0.259856,0.730626,0.659631,399
804_46,UK-London,08-01-2011,1.910641,0.569819,84.000000,0.600714,0.388690,0.864116,492
804_46,UK-London,09-01-2010,1.047452,0.512605,104.000000,0.230689,0.763547,0.592875,413
804_46,UK-London,09-01-2011,2.023779,0.597600,82.000000,0.820628,0.166869,1.126897,510
804_46,UK-London,10-01-2010,1.621779,0.522969,100.000000,0.297028,0.699486,0.520661,317
804_46,UK-London,11-01-2010,1.852644,0.555588,87.000000,0.335441,0.643897,0.403950,295
804_46,UK-London,12-01-2010,1.727416,0.527637,93.000000,0.573720,0.416485,0.645714,500
804_46,US-CA-LosAngeles,03-01-2010,,0.273228,249.000000,0.353479,0.605668,1.353712,
804_46,US-NY-NewYork,03-01-2010,,0.346942,170.500000,0.685667,0.301118,1.172727,
804_46,US-NY-NewYork-2,03-01-2010,,0.356240,,,,,
804_48,DE-Hamburg,01-01-2011,1.993722,1.045609,61.500000,0.940064,0.049419,1.236842,248
804_48,DE-Hamburg,02-01-2011,,1.004073,67.000000,0.915571,0.075078,0.804000,
804_48,DE-Hamburg,03-01-2011,3.790929,2.089059,56.000000,0.927627,0.065612,0.545455,206
804_48,DE-Hamburg,04-01-2010,,0.549445,,,,,
804_48,DE-Hamburg,05-01-2010,,0.403116,,,,,
804_48,DE-Hamburg,09-01-2010,,0.770218,64.000000,0.838031,0.140310,1.116592,
804_48,DE-Hamburg,09-01-2011,,1.850568,,,,,
804_48,DE-Hamburg,10-01-2010,,0.835652,63.000000,0.727741,0.212185,1.228782,
804_48,DE-Hamburg,11-01-2010,,0.925120,61.000000,0.614249,0.382089,0.859712,
804_48,DE-Hamburg,12-01-2010,3.049343,1.847812,54.000000,0.834082,0.158492,1.145833,211
804_48,FR-Paris,01-01-2011,1.675388,0.682524,74.000000,0.947060,0.039266,0.630273,331
804_48,FR-Paris,02-01-2011,1.412058,0.638142,83.500000,0.921061,0.064460,0.824138,222
804_48,FR-Paris,03-01-2011,2.653973,1.266140,58.000000,0.893542,0.100535,0.703704,202
804_48,FR-Paris,04-01-2010,,0.392031,,0.840825,0.151002,0.648780,
804_48,FR-Paris,05-01-2010,,0.355712,84.000000,0.787073,0.203829,0.409756,
804_48,FR-Paris,07-01-2011,,1.569212,61.000000,0.592961,0.400129,0.646853,
804_48,FR-Paris,09-01-2010,,0.608638,74.000000,0.537241,0.455867,0.500000,
804_48,FR-Paris,10-01-2010,,0.764024,64.000000,0.459422,0.529083,0.695473,
804_48,FR-Paris,11-01-2010,,1.045362,61.000000,0.666012,0.327424,0.618123,
804_48,FR-Paris,12-01-2010,2.139133,0.852303,63.000000,0.811381,0.184014,0.445578,210
804_48,GR-Athens,01-01-2010,,0.435385,,,,,
804_48,GR-Athens,01-01-2011,1.544721,0.684120,123.000000,0.868218,0.120036,0.939134,1705
804_48,GR-Athens,02-01-2010,,0.456869,81.000000,0.138927,0.846649,0.786408,
804_48,GR-Athens,02-01-2011,1.672424,0.683787,108.000000,0.869014,0.120235,1.068133,1347
804_48,GR-Athens,03-01-2010,1.401858,0.457360,114.000000,0.144932,0.845369,0.751174,349
804_48,GR-Athens,03-01-2011,2.200766,1.346646,98.000000,0.794472,0.197204,1.205706,1404
804_48,GR-Athens,04-01-2010,1.115784,0.503528,120.000000,0.534601,0.459579,0.881700,1242
804_48,GR-Athens,05-01-2010,1.156629,0.445587,124.000000,0.528002,0.460465,1.266867,1414
804_48,GR-Athens,06-01-2010,1.571580,0.376981,122.000000,0.234064,0.758119,1.136812,950
804_48,GR-Athens,07-01-2010,1.652473,0.468353,111.000000,0.172132,0.819240,1.059768,856
804_48,GR-Athens,07-01-2011,2.517887,1.649546,103.000000,0.710999,0.284665,1.204867,836
804_48,GR-Athens,08-01-2010,1.739365,0.589616,112.000000,0.166670,0.823097,0.907466,775
804_48,GR-Athens,08-01-2011,2.023191,1.568846,102.000000,0.884009,0.101855,1.223806,1072
804_48,GR-Athens,09-01-2010,1.694894,0.724251,121.000000,0.303316,0.685980,1.086663,989
804_48,GR-Athens,09-01-2011,2.172340,1.848851,98.000000,0.880819,0.110829,1.388484,1053
804_48,GR-Athens,10-01-2010,1.707784,1.085721,118.000000,0.408234,0.586940,1.021084,1132
804_48,GR-Athens,11-01-2010,1.856184,1.127016,115.000000,0.463062,0.526207,1.109914,1072
804_48,GR-Athens,12-01-2010,2.156826,1.045415,108.000000,0.751245,0.233354,0.997667,1472
804_48,UK-London,01-01-2011,2.092967,1.161408,65.000000,0.907601,0.087344,0.521084,268
804_48,UK-London,02-01-2010,,0.562897,,,,,
804_48,UK-London,02-01-2011,,0.770158,73.000000,0.925929,0.065275,0.407258,
804_48,UK-London,03-01-2010,,0.490066,72.000000,0.701044,0.290062,0.839041,
804_48,UK-London,03-01-2011,,1.807021,56.000000,0.820998,0.174392,0.730469,
804_48,UK-London,04-01-2010,,0.391612,71.000000,0.733020,0.234506,0.373874,
804_48,UK-London,05-01-2010,,0.319067,83.000000,0.702140,0.281705,0.652381,
804_48,UK-London,07-01-2010,,0.540819,,,,,
804_48,UK-London,09-01-2010,,0.613624,,,,,
804_48,UK-London,09-01-2011,,1.848878,56.000000,0.892835,0.101864,1.177489,
804_48,UK-London,12-01-2010,,1.102670,63.000000,0.733539,0.262311,0.236052,
804_51,DE-Hamburg,01-01-2011,3.337386,1.673112,53.000000,0.703264,0.287945,1.217158,484
804_51,DE-Hamburg,02-01-2011,2.935670,1.672924,54.000000,0.859689,0.127781,1.071307,409
804_51,DE-Hamburg,03-01-2010,1.641738,1.045117,55.000000,0.599095,0.394114,1.113821,316
804_51,DE-Hamburg,03-01-2011,3.029435,1.688695,52.000000,0.552533,0.442773,1.332226,386
804_51,DE-Hamburg,04-01-2010,1.844557,1.173610,58.000000,0.799445,0.190220,1.388252,459
804_51,DE-Hamburg,05-01-2010,1.802633,1.211339,57.000000,0.827615,0.168222,1.275037,463
804_51,DE-Hamburg,06-01-2010,2.156502,1.164720,54.000000,0.624631,0.371406,1.142612,377
804_51,DE-Hamburg,07-01-2010,2.051473,1.265069,55.000000,0.553578,0.441395,1.138489,350
804_51,DE-Hamburg,07-01-2011,4.816752,2.310772,48.000000,0.653834,0.340714,1.616142,312
804_51,DE-Hamburg,08-01-2010,1.847050,1.285386,55.000000,0.758529,0.230884,0.536437,337
804_51,DE-Hamburg,08-01-2011,4.811645,2.410081,49.000000,0.723723,0.268424,1.811284,345
804_51,DE-Hamburg,09-01-2010,1.897890,1.325381,56.000000,0.870333,0.120916,1.031046,445
804_51,DE-Hamburg,09-01-2011,4.979077,3.015289,51.000000,0.831201,0.161854,1.891068,333
804_51,DE-Hamburg,10-01-2010,2.685285,1.608576,55.000000,0.820543,0.172511,0.976562,432
804_51,DE-Hamburg,11-01-2010,3.171964,1.607707,52.000000,0.667189,0.324746,1.103801,455
804_51,DE-Hamburg,12-01-2010,2.789596,1.686876,52.000000,0.596757,0.393689,1.052925,454
804_51,FR-Paris,01-01-2010,,1.046077,57.000000,0.774680,0.221655,1.633745,
804_51,FR-Paris,01-01-2011,1.953614,1.085480,57.000000,0.763821,0.229354,0.482806,508
804_51,FR-Paris,02-01-2010,1.184068,0.552262,63.500000,0.726822,0.260602,0.834835,203
804_51,FR-Paris,02-01-2011,1.794023,1.085797,57.000000,0.799889,0.186387,0.493759,490
804_51,FR-Paris,03-01-2010,1.338901,0.684003,58.000000,0.831250,0.151528,0.561670,361
804_51,FR-Paris,03-01-2011,1.931945,0.935888,56.000000,0.775029,0.220708,0.851171,402
804_51,FR-Paris,04-01-2010,1.270983,0.825699,59.000000,0.641406,0.353232,0.671429,544
804_51,FR-Paris,05-01-2010,1.339108,0.763765,62.000000,0.780748,0.209037,0.662722,460
804_51,FR-Paris,06-01-2010,1.210865,0.712980,58.000000,0.714733,0.273537,0.686833,372
804_51,FR-Paris,07-01-2010,1.715788,0.763743,59.000000,0.656017,0.334764,0.711927,342
804_51,FR-Paris,07-01-2011,3.435619,1.768806,53.000000,0.577652,0.415697,1.278393,471
804_51,FR-Paris,08-01-2010,1.653273,0.762698,59.000000,0.851281,0.136741,0.974713,315
804_51,FR-Paris,09-01-2010,1.933322,1.021618,57.000000,0.695440,0.286835,0.623288,386
804_51,FR-Paris,10-01-2010,1.728166,0.923876,57.000000,0.860173,0.132179,0.599034,443
804_51,FR-Paris,11-01-2010,1.686753,0.902762,57.000000,0.640385,0.352676,0.560000,469
804_51,FR-Paris,12-01-2010,1.662030,1.201864,56.000000,0.827901,0.166913,0.922256,445
804_51,GR-Athens,01-01-2010,,0.754128,,,,,
804_51,GR-Athens,01-01-2011,1.899272,0.844599,127.000000,0.493864,0.496760,1.167939,2944
804_51,GR-Athens,02-01-2010,1.314691,0.713739,99.000000,0.419946,0.574237,1.234735,413
804_51,GR-Athens,02-01-2011,2.020953,1.125795,100.000000,0.710299,0.279590,1.299928,2679
804_51,GR-Athens,03-01-2010,1.296774,0.755249,96.000000,0.409955,0.572701,1.294914,1557
804_51,GR-Athens,03-01-2011,2.392580,1.343483,93.000000,0.584657,0.403753,1.285617,2726
804_51,GR-Athens,04-01-2010,1.335490,0.959655,97.000000,0.542617,0.452315,1.265863,4264
804_51,GR-Athens,05-01-2010,1.171472,1.044927,102.000000,0.660936,0.329781,1.442997,4545
804_51,GR-Athens,06-01-2010,1.646511,1.084446,105.000000,0.507221,0.484510,1.467061,3800
804_51,GR-Athens,07-01-2010,1.705571,1.045055,98.000000,0.494548,0.495814,1.344225,3676
804_51,GR-Athens,07-01-2011,2.875921,1.606812,97.000000,0.649879,0.342522,1.468368,1775
804_51,GR-Athens,08-01-2010,1.654131,1.064577,94.000000,0.598611,0.395129,1.122366,2444
804_51,GR-Athens,08-01-2011,2.377698,1.647336,94.000000,0.794061,0.194281,1.611465,2169
804_51,GR-Athens,09-01-2010,1.428904,1.075172,109.000000,0.778517,0.212410,1.123793,2756
804_51,GR-Athens,09-01-2011,2.757896,1.688801,91.000000,0.805033,0.185029,1.643159,2151
804_51,GR-Athens,10-01-2010,1.646251,1.046080,105.000000,0.812199,0.175474,1.152873,3034
804_51,GR-Athens,11-01-2010,1.845172,1.005175,112.000000,0.627440,0.360215,1.184331,2602
804_51,GR-Athens,12-01-2010,1.920606,1.126275,107.000000,0.542577,0.451015,1.113430,2818
804_51,NL-Amsterdam,01-01-2011,,1.425436,51.000000,0.701682,0.273594,0.500000,
804_51,NL-Amsterdam,02-01-2010,,0.844731,52.000000,0.859313,0.128028,1.357143,
804_51,NL-Amsterdam,02-01-2011,,1.245287,,,,,
804_51,NL-Amsterdam,03-01-2010,1.509196,0.884980,51.000000,0.763273,0.228271,0.865672,225
804_51,NL-Amsterdam,04-01-2010,,1.005793,52.000000,0.736645,0.257362,0.819113,
804_51,NL-Amsterdam,05-01-2010,,1.166043,51.500000,0.747474,0.249301,0.679825,
804_51,NL-Amsterdam,06-01-2010,,0.885162,52.000000,0.520243,0.476137,0.785714,
804_51,NL-Amsterdam,07-01-2010,,0.884268,55.000000,0.558017,0.438266,0.577670,
804_51,NL-Amsterdam,07-01-2011,,2.271425,49.000000,0.191445,0.795459,1.000000,
804_51,NL-Amsterdam,08-01-2010,,0.768496,,,,,
804_51,NL-Amsterdam,08-01-2011,,2.168576,47.000000,0.769949,0.224480,1.488550,
804_51,NL-Amsterdam,09-01-2010,,1.091642,53.000000,0.828910,0.144211,0.713693,
804_51,NL-Amsterdam,09-01-2011,,1.797695,49.000000,0.443440,0.551908,1.155172,
804_51,NL-Amsterdam,10-01-2010,1.759763,0.822975,49.000000,0.910284,0.084927,0.583051,211
804_51,NL-Amsterdam,11-01-2010,,1.287279,48.000000,0.431721,0.560182,0.304348,
804_51,NL-Amsterdam,12-01-2010,,1.418882,50.000000,0.844203,0.151719,0.933333,
804_51,NL-Amsterdam-2,02-01-2010,1.712024,1.005198,52.000000,0.831869,0.157155,1.325380,325
804_51,NL-Amsterdam-2,03-01-2010,,1.005177,50.500000,0.645303,0.346501,0.875000,
804_51,NL-Amsterdam-2,04-01-2010,,0.950571,,,,,
804_51,UK-London,01-01-2010,,0.885070,58.500000,0.764613,0.230114,1.480349,
804_51,UK-London,01-01-2011,2.463296,1.285239,56.000000,0.773297,0.216684,0.862330,416
804_51,UK-London,02-01-2010,1.367281,0.723813,62.000000,0.812116,0.177741,1.004747,418
804_51,UK-London,02-01-2011,2.179360,1.045151,58.000000,0.745535,0.251007,1.034358,354
804_51,UK-London,03-01-2010,1.292076,0.884813,59.000000,0.730196,0.259503,1.065403,703
804_51,UK-London,03-01-2011,2.168692,1.125837,57.000000,0.763160,0.226174,0.925532,385
804_51,UK-London,04-01-2010,1.148839,0.744407,61.000000,0.755004,0.225002,0.903571,545
804_51,UK-London,05-01-2010,1.479373,0.787224,60.000000,0.763334,0.231044,1.023659,416
804_51,UK-London,06-01-2010,1.686981,0.820437,59.000000,0.742052,0.252345,1.226087,377
804_51,UK-London,07-01-2010,1.920182,0.763738,62.000000,0.548029,0.445806,0.758350,321
804_51,UK-London,07-01-2011,3.728243,1.889547,54.000000,0.522878,0.472610,1.121076,285
804_51,UK-London,08-01-2010,1.767930,1.004349,60.000000,0.811896,0.180591,0.976581,305
804_51,UK-London,08-01-2011,3.523576,1.888523,54.000000,0.718479,0.257132,1.410204,343
804_51,UK-London,09-01-2010,1.935246,1.085735,61.000000,0.728739,0.262924,0.870455,296
804_51,UK-London,09-01-2011,3.712529,2.168694,54.000000,0.617823,0.379086,1.297834,362
804_51,UK-London,10-01-2010,1.834440,1.005178,58.000000,0.815568,0.179885,0.916168,231
804_51,UK-London,11-01-2010,1.911985,1.050560,57.000000,0.735715,0.239566,0.680000,254
804_51,UK-London,12-01-2010,1.943825,1.288090,56.000000,0.806692,0.189079,0.920956,347
804_51,US-CA-LosAngeles,03-01-2010,,0.405986,210.000000,0.724891,0.269839,0.957746,
804_51,US-NY-NewYork,03-01-2010,,0.645904,138.000000,0.694787,0.284654,1.158879,
804_53,DE-Hamburg,01-01-2011,2.257489,1.367002,67.000000,0.862859,0.118311,1.169697,247
804_53,DE-Hamburg,02-01-2011,1.997196,1.407667,66.000000,0.704153,0.285370,0.984326,223
804_53,DE-Hamburg,03-01-2011,3.323408,1.527248,70.000000,0.895730,0.097233,1.320144,212
804_53,DE-Hamburg,04-01-2010,,1.165795,63.000000,0.716835,0.270957,1.000000,
804_53,DE-Hamburg,05-01-2010,,1.045836,67.500000,0.598244,0.398574,0.886076,
804_53,DE-Hamburg,06-01-2010,,1.161327,69.000000,0.419004,0.572305,1.088106,
804_53,DE-Hamburg,07-01-2010,,1.286897,67.500000,0.362260,0.626285,1.159664,
804_53,DE-Hamburg,07-01-2011,,2.391265,54.000000,0.825676,0.160402,1.215686,
804_53,DE-Hamburg,08-01-2010,,1.105464,65.000000,0.598543,0.397396,0.780269,
804_53,DE-Hamburg,08-01-2011,,3.854521,52.000000,0.900837,0.090988,1.685185,
804_53,DE-Hamburg,09-01-2010,,1.247067,65.000000,0.776316,0.219386,1.807512,
804_53,DE-Hamburg,10-01-2010,,0.884130,67.000000,0.793572,0.197412,1.176471,
804_53,DE-Hamburg,11-01-2010,2.976691,1.407076,61.000000,0.823730,0.133157,0.847896,226
804_53,DE-Hamburg,12-01-2010,3.020304,1.606815,59.000000,0.785751,0.210931,1.083067,225
804_53,FR-Paris,01-01-2011,1.557378,0.710395,75.000000,0.844539,0.148202,0.551829,244
804_53,FR-Paris,02-01-2011,1.898062,0.763362,75.000000,0.749078,0.242023,0.762712,201
804_53,FR-Paris,03-01-2010,,0.607376,,,,,
804_53,FR-Paris,03-01-2011,,0.757057,78.000000,0.603336,0.392967,0.612583,
804_53,FR-Paris,04-01-2010,,0.623831,68.000000,0.768645,0.220697,0.607547,
804_53,FR-Paris,05-01-2010,,0.654574,80.500000,0.744530,0.242884,0.738095,
804_53,FR-Paris,06-01-2010,,0.723456,75.500000,0.621229,0.365996,0.871560,
804_53,FR-Paris,07-01-2010,,0.723809,76.000000,0.655203,0.336689,0.796992,
804_53,FR-Paris,07-01-2011,3.599886,1.769303,61.000000,0.872572,0.118913,0.924658,222
804_53,FR-Paris,08-01-2010,,0.660348,,,,,
804_53,FR-Paris,09-01-2010,,0.748266,75.000000,0.615850,0.367834,0.599078,
804_53,FR-Paris,10-01-2010,,0.929033,67.000000,0.820068,0.175132,0.624000,
804_53,FR-Paris,11-01-2010,2.003434,0.765145,65.000000,0.768961,0.227082,0.733766,215
804_53,FR-Paris,12-01-2010,1.936634,0.904215,61.000000,0.869318,0.120032,0.357895,214
804_53,GR-Athens,01-01-2010,,0.603759,,,,,
804_53,GR-Athens,01-01-2011,1.530020,0.702185,121.000000,0.783214,0.207922,0.953773,1268
804_53,GR-Athens,02-01-2010,,0.723205,114.000000,0.252199,0.744271,0.697778,
804_53,GR-Athens,02-01-2011,1.880259,0.645518,110.000000,0.611973,0.378432,1.007366,1036
804_53,GR-Athens,03-01-2010,1.773244,0.763945,110.000000,0.284606,0.708849,0.767978,407
804_53,GR-Athens,03-01-2011,1.968946,0.763520,104.000000,0.638577,0.347514,1.194965,1090
804_53,GR-Athens,04-01-2010,1.489344,0.683617,116.000000,0.292120,0.704088,1.008598,1036
804_53,GR-Athens,05-01-2010,1.159883,0.639878,117.000000,0.614302,0.379694,1.210312,1390
804_53,GR-Athens,06-01-2010,1.715449,0.851721,115.000000,0.308568,0.685871,1.186415,1129
804_53,GR-Athens,07-01-2010,1.834340,1.044993,111.000000,0.351312,0.637087,1.154810,1252
