region,month,DownloadThroughputSplitByClientAndByServer,UploadThroughputSplitByClientAndByServer,RTTSplitByClientAndByServer,NetLimitedSplitByClientAndByServer,ClientLimitedSplitByClientAndByServer,WinScaleRcvdSplitByClientAndByServer,NumberOfClientsSplitByClientAndByServer
124_qc,05-01-2010,3.999775,0.556801,32.000000,0.385841,0.606840,2.561625,19501
124_qc,06-01-2010,3.438841,0.556440,33.000000,0.413252,0.580220,2.606153,17515
124_qc,07-01-2010,3.050245,0.558819,35.000000,0.374422,0.617910,2.439724,14892
124_qc,07-01-2011,3.956211,0.642879,43.000000,0.914854,0.069308,2.427206,15354
124_qc,08-01-2010,2.356225,0.563006,35.000000,0.456200,0.530238,2.022773,19098
124_qc,08-01-2011,4.228902,0.643748,36.000000,0.922916,0.063412,2.591573,17874
124_qc,09-01-2010,2.522637,0.563585,34.000000,0.644677,0.340922,2.112373,20964
124_qc,09-01-2011,4.669179,0.678850,37.000000,0.880314,0.108829,2.619978,15253
124_qc,10-01-2010,2.546089,0.563281,34.000000,0.519297,0.470060,1.946446,18281
124_qc,11-01-2010,2.672213,0.564377,37.000000,0.503682,0.484472,1.992571,19244
124_qc,12-01-2010,4.784308,0.588999,35.000000,0.502660,0.487692,2.028941,20458
124_sk,01-01-2010,,0.244130,,,,,
124_sk,01-01-2011,1.812289,0.337327,98.000000,0.912164,0.069946,2.396384,1602
124_sk,02-01-2010,2.979098,0.266974,120.000000,0.882189,0.099038,2.790787,1341
124_sk,02-01-2011,2.258982,0.352048,99.000000,0.901205,0.080644,2.300164,1692
124_sk,03-01-2010,2.510275,0.250833,106.000000,0.873262,0.112509,2.610040,2164
124_sk,03-01-2011,1.907038,0.345067,100.000000,0.926541,0.055499,2.501153,1888
124_sk,04-01-2010,2.258202,0.308147,103.000000,0.882797,0.103045,2.330381,2006
124_sk,05-01-2010,2.789339,0.328072,100.000000,0.853602,0.132743,2.383456,1947
124_sk,06-01-2010,2.580241,0.325928,100.000000,0.881720,0.103733,2.593530,1615
124_sk,07-01-2010,3.103434,0.306457,100.000000,0.867055,0.118300,2.478467,1383
124_sk,07-01-2011,2.867837,0.385497,97.000000,0.918139,0.060451,2.977789,1495
124_sk,08-01-2010,2.130857,0.321402,101.000000,0.911267,0.069777,2.013612,3168
124_sk,08-01-2011,3.180362,0.382262,91.000000,0.902437,0.076576,2.846881,1465
124_sk,09-01-2010,1.545118,0.318422,103.000000,0.929922,0.052978,2.171043,3305
124_sk,09-01-2011,3.547076,0.403867,90.000000,0.921466,0.060424,3.015152,1483
124_sk,10-01-2010,1.820008,0.321731,102.000000,0.894973,0.087153,1.964730,2137
124_sk,11-01-2010,1.786033,0.342773,99.000000,0.909630,0.076068,2.075752,2072
124_sk,12-01-2010,1.840466,0.359739,91.000000,0.920428,0.062726,2.491693,2036
191_01,01-01-2010,2.704240,0.210963,58.000000,0.171412,0.817131,1.359952,392
191_01,01-01-2011,3.534056,0.217635,51.000000,0.155035,0.835199,1.580738,4747
191_01,02-01-2010,2.801227,0.212522,60.000000,0.165520,0.822887,1.519110,1379
191_01,02-01-2011,3.643561,0.220700,51.000000,0.167747,0.822028,1.583548,4068
191_01,03-01-2010,2.908301,0.214196,59.000000,0.122120,0.869181,1.799643,3428
191_01,03-01-2011,3.677027,0.220272,51.000000,0.185223,0.804193,1.796323,4247
191_01,04-01-2010,3.208305,0.214983,58.000000,0.105384,0.887313,1.963014,4646
191_01,05-01-2010,3.295495,0.216714,57.000000,0.113340,0.877871,2.063015,4606
191_01,06-01-2010,3.264039,0.216990,52.000000,0.130423,0.860972,2.196867,4220
191_01,07-01-2010,3.469734,0.216621,52.000000,0.098200,0.894062,2.051319,3226
191_01,07-01-2011,3.608414,0.219999,52.000000,0.193716,0.796105,1.972334,3221
191_01,08-01-2010,3.261696,0.213026,52.000000,0.124488,0.867197,1.650300,3422
191_01,08-01-2011,3.577346,0.223704,52.000000,0.134102,0.857915,1.944992,2752
191_01,09-01-2010,3.220720,0.214894,50.000000,0.153810,0.834309,1.553074,4210
191_01,09-01-2011,3.593922,0.232711,53.000000,0.248878,0.743850,2.228457,2975
191_01,10-01-2010,3.435079,0.214669,50.000000,0.132243,0.861355,1.526601,3877
191_01,11-01-2010,3.512604,0.215832,51.000000,0.152830,0.838248,1.511058,4181
191_01,12-01-2010,3.548275,0.217550,51.000000,0.151065,0.841371,1.690777,4294
191_05,01-01-2011,2.716108,0.184111,52.000000,0.071972,0.920910,1.476994,251
191_05,02-01-2011,2.864989,0.188598,53.000000,0.073247,0.919836,1.488624,367
191_05,03-01-2011,2.977322,0.184127,52.000000,0.084631,0.910435,1.548638,336
191_05,04-01-2010,,0.199301,56.000000,0.124849,0.869386,2.149758,
191_05,05-01-2010,,0.198171,55.000000,0.095516,0.895453,2.253676,
191_05,06-01-2010,,0.200215,,,,,
191_05,07-01-2010,,0.190923,,,,,
191_05,07-01-2011,2.858732,0.179728,54.000000,0.109889,0.880369,2.622642,298
191_05,08-01-2011,2.662086,0.214337,52.000000,0.104168,0.888509,2.075758,250
191_05,09-01-2010,,0.197576,51.000000,0.200012,0.787799,1.269608,
191_05,09-01-2011,3.012273,0.206147,52.000000,0.079854,0.914868,2.252931,248
191_05,10-01-2010,,0.197270,51.000000,0.352447,0.640986,1.597510,
191_05,11-01-2010,,0.192425,50.000000,0.100251,0.894015,1.170088,
191_05,12-01-2010,2.774976,0.179664,54.000000,0.095173,0.899357,1.604255,203
191_06,01-01-2011,2.939257,0.340896,65.000000,0.765960,0.228722,2.201474,278
191_06,02-01-2011,2.882809,0.348128,65.000000,0.696674,0.298220,1.813953,262
191_06,03-01-2010,,0.352383,64.000000,0.784885,0.205975,1.992126,
191_06,03-01-2011,,0.348563,64.000000,0.838062,0.157753,1.751220,
191_06,04-01-2010,3.182920,0.339260,62.000000,0.280621,0.715010,1.986631,211
191_06,05-01-2010,3.409456,0.369537,62.000000,0.276636,0.719926,2.064690,205
191_06,06-01-2010,,0.355518,62.000000,0.271224,0.723631,2.324159,
191_06,07-01-2010,,0.352080,61.000000,0.269923,0.725042,2.009868,
191_06,08-01-2010,,0.340787,62.000000,0.167921,0.826593,0.965116,
191_06,09-01-2010,3.142245,0.340138,62.000000,0.654401,0.338039,1.414847,321
191_06,10-01-2010,2.993843,0.343436,61.000000,0.685637,0.308487,1.384906,352
191_06,11-01-2010,2.997842,0.340694,61.000000,0.699099,0.295507,1.848790,369
191_06,12-01-2010,2.898435,0.341599,64.000000,0.834592,0.159465,2.029748,302
191_08,01-01-2010,,0.205683,,,,,
191_08,01-01-2011,3.097606,0.210964,54.000000,0.136767,0.855378,1.545405,908
191_08,02-01-2010,2.702939,0.208323,61.000000,0.141638,0.844150,1.306154,302
191_08,02-01-2011,3.368481,0.213582,54.000000,0.094737,0.898762,1.744708,722
191_08,03-01-2010,3.249756,0.210857,60.000000,0.097057,0.895357,1.504332,663
191_08,03-01-2011,3.238969,0.212465,55.000000,0.118200,0.873006,1.987805,698
191_08,04-01-2010,3.323915,0.211882,60.000000,0.076927,0.916867,1.742493,817
191_08,05-01-2010,3.335414,0.213604,60.000000,0.086047,0.906749,1.822844,853
191_08,06-01-2010,3.273239,0.209961,54.000000,0.076461,0.915941,2.210119,667
191_08,07-01-2010,3.397161,0.213381,53.000000,0.081170,0.911741,2.118585,616
191_08,07-01-2011,3.541136,0.216681,54.000000,0.378034,0.617285,1.718151,495
191_08,08-01-2010,3.318881,0.207398,53.000000,0.103979,0.889590,1.773954,680
191_08,08-01-2011,3.198044,0.221858,54.000000,0.165887,0.817994,2.159138,506
191_08,09-01-2010,2.913836,0.208215,53.000000,0.097561,0.894744,1.620187,796
191_08,09-01-2011,3.588186,0.225051,54.000000,0.544890,0.449120,2.439575,454
191_08,10-01-2010,3.128727,0.206761,53.000000,0.099433,0.894298,1.467724,810
191_08,11-01-2010,3.203663,0.212900,53.000000,0.116501,0.877667,1.673321,817
191_08,12-01-2010,3.053426,0.208150,54.000000,0.088808,0.904526,1.695078,751
191_12,01-01-2011,2.822652,0.196892,56.000000,0.082281,0.911319,1.921608,425
191_12,02-01-2011,3.109507,0.191468,57.000000,0.074671,0.918007,1.709421,308
191_12,03-01-2011,3.155550,0.206768,55.000000,0.067003,0.927521,1.727480,336
191_12,07-01-2011,2.651411,0.197913,56.000000,0.112456,0.882163,1.830400,291
191_12,08-01-2011,3.425877,0.214629,55.000000,0.088271,0.904490,1.916974,214
191_12,09-01-2011,3.446872,0.213946,55.000000,0.118050,0.873711,2.619417,241
191_12,11-01-2010,,0.210097,54.000000,0.103530,0.890446,1.115108,
191_12,12-01-2010,3.099930,0.194003,56.000000,0.077835,0.914920,1.603211,343
191_13,01-01-2011,3.441279,0.210860,57.000000,0.080130,0.913541,1.462010,334
191_13,02-01-2010,,0.205844,64.000000,0.093704,0.899015,2.046948,
191_13,02-01-2011,3.625013,0.215129,59.000000,0.131789,0.860744,1.670270,338
191_13,03-01-2010,3.382706,0.208168,62.000000,0.087459,0.905879,2.136286,231
191_13,03-01-2011,3.284007,0.208230,56.000000,0.076012,0.916673,1.032857,287
191_13,04-01-2010,3.339292,0.210793,63.000000,0.079150,0.913836,1.356295,316
191_13,05-01-2010,3.264410,0.207433,62.000000,0.082517,0.911126,1.458228,259
191_13,06-01-2010,3.241862,0.206516,57.000000,0.080834,0.912326,1.965190,239
191_13,07-01-2010,3.461413,0.199224,55.000000,0.075587,0.919005,1.907716,232
191_13,07-01-2011,,0.210974,57.000000,0.132945,0.860581,1.918854,
191_13,08-01-2010,2.818955,0.197495,58.000000,0.113389,0.876173,1.764706,247
191_13,08-01-2011,3.702964,0.214706,56.000000,0.125238,0.862525,1.718121,214
191_13,09-01-2010,3.063361,0.209628,57.000000,0.095755,0.896144,1.609296,308
191_13,09-01-2011,3.776577,0.218073,57.000000,0.169611,0.815052,2.045259,241
191_13,10-01-2010,3.529031,0.206625,55.000000,0.094353,0.899691,1.450439,325
191_13,11-01-2010,3.221848,0.207921,57.000000,0.105115,0.886201,1.878049,357
191_13,12-01-2010,3.441784,0.208578,56.000000,0.076005,0.917000,1.468504,288
191_14,01-01-2010,,0.203955,,,,,
191_14,01-01-2011,2.188566,0.219995,54.000000,0.811780,0.180706,1.761006,764
191_14,02-01-2010,2.123682,0.213671,62.000000,0.312713,0.682237,1.405694,309
191_14,02-01-2011,2.465872,0.221982,54.000000,0.778942,0.213271,1.754098,775
191_14,03-01-2010,2.639860,0.216231,62.000000,0.170853,0.816265,2.016547,695
191_14,03-01-2011,2.890000,0.220296,54.000000,0.737158,0.247059,2.093539,682
191_14,04-01-2010,3.129686,0.217117,61.000000,0.115608,0.876706,1.776066,929
191_14,05-01-2010,3.180289,0.216399,61.000000,0.101647,0.891644,1.746472,931
191_14,06-01-2010,3.188384,0.217308,55.000000,0.099423,0.894207,2.023026,839
191_14,07-01-2010,3.326663,0.214817,54.000000,0.113917,0.879020,2.162775,708
191_14,07-01-2011,3.169952,0.221371,55.000000,0.616239,0.379113,1.706037,470
191_14,08-01-2010,2.242154,0.211716,55.000000,0.153224,0.838558,1.703383,644
191_14,08-01-2011,2.763471,0.226112,54.000000,0.364159,0.630747,2.000000,368
191_14,09-01-2010,2.758466,0.214223,55.000000,0.226340,0.766207,1.457221,763
191_14,09-01-2011,2.777846,0.228054,55.000000,0.563235,0.430651,2.144492,433
191_14,10-01-2010,2.666873,0.214714,55.000000,0.278298,0.712516,1.610831,866
191_14,11-01-2010,2.813912,0.213482,54.000000,0.332830,0.660547,1.531311,871
191_14,12-01-2010,2.418593,0.220733,54.000000,0.721120,0.270077,1.765766,753
191_15,01-01-2011,,0.203979,,,,,
191_15,02-01-2011,,0.212910,,,,,
191_15,04-01-2010,,0.208525,,,,,
191_16,01-01-2010,,0.207634,,,,,
191_16,01-01-2011,3.255764,0.201148,55.000000,0.064829,0.928989,1.717914,260
191_16,02-01-2010,,0.201426,60.500000,0.090962,0.904585,1.788820,
191_16,02-01-2011,3.311315,0.200009,55.500000,0.068493,0.924552,1.721562,229
191_16,03-01-2010,3.170991,0.201013,62.000000,0.067775,0.924514,1.866485,233
191_16,03-01-2011,3.185943,0.210418,55.000000,0.071926,0.920654,1.788603,229
191_16,04-01-2010,3.357978,0.208204,63.000000,0.066601,0.927126,1.742654,310
191_16,05-01-2010,3.316698,0.199677,62.000000,0.069475,0.924601,1.664959,305
191_16,06-01-2010,3.450462,0.201852,57.000000,0.062018,0.931036,1.463441,254
191_16,07-01-2010,3.480604,0.208531,54.000000,0.064138,0.929661,2.058599,252
191_16,07-01-2011,,0.213436,54.000000,0.067332,0.926595,1.683983,
191_16,08-01-2010,3.175275,0.195520,54.000000,0.075728,0.917503,1.632231,260
191_16,08-01-2011,,0.216188,54.000000,0.076738,0.918209,1.862745,
191_16,09-01-2010,3.289042,0.197341,56.000000,0.071463,0.922148,1.704036,224
191_16,09-01-2011,,0.214795,55.000000,0.066668,0.928178,1.737569,
191_16,10-01-2010,3.278800,0.200455,56.000000,0.087065,0.906938,1.698366,270
191_16,11-01-2010,3.255980,0.196860,55.000000,0.072488,0.920518,1.320621,256
191_16,12-01-2010,3.044881,0.204926,55.000000,0.065275,0.928641,1.955178,233
191_17,01-01-2010,,0.235190,,,,,
191_17,01-01-2011,3.290662,0.226012,56.000000,0.305225,0.690795,1.397049,892
191_17,02-01-2010,2.699602,0.220811,60.000000,0.303928,0.691396,1.132898,246
191_17,02-01-2011,3.662852,0.223078,56.000000,0.497504,0.498045,1.565466,751
191_17,03-01-2010,3.209300,0.222503,60.000000,0.154150,0.834976,1.813187,653
191_17,03-01-2011,3.533608,0.220940,55.000000,0.434125,0.561038,1.776518,706
191_17,04-01-2010,2.987703,0.222395,60.000000,0.132249,0.857276,1.653340,970
191_17,05-01-2010,3.306177,0.224273,60.000000,0.139961,0.853520,1.975450,918
191_17,06-01-2010,3.629155,0.231052,58.000000,0.138395,0.849805,1.910007,739
191_17,07-01-2010,3.720524,0.225169,56.000000,0.132148,0.860281,1.874002,544
191_17,07-01-2011,3.487939,0.223105,55.000000,0.120816,0.874998,1.549308,552
191_17,08-01-2010,3.251852,0.220837,54.000000,0.157336,0.836870,1.266193,552
191_17,08-01-2011,3.497551,0.222595,56.000000,0.143346,0.850253,1.812271,539
191_17,09-01-2010,3.203774,0.221689,55.000000,0.219832,0.772520,1.292048,768
191_17,09-01-2011,3.604187,0.229872,57.000000,0.133417,0.860400,1.714537,541
191_17,10-01-2010,3.158850,0.219244,56.000000,0.269361,0.720993,1.403555,823
191_17,11-01-2010,2.593713,0.219869,55.000000,0.512082,0.479549,1.202233,993
191_17,12-01-2010,2.776339,0.220667,56.000000,0.493880,0.498672,1.550743,910
191_18,07-01-2011,2.884508,0.216342,54.000000,0.072138,0.920196,2.168959,224
191_18,08-01-2011,,0.216440,54.000000,0.073883,0.919221,2.158730,
191_18,09-01-2011,3.385565,0.219436,56.000000,0.136592,0.854820,2.138528,222
191_19,01-01-2011,,0.204751,60.000000,0.071673,0.920921,1.200000,
191_19,02-01-2010,,0.185046,,,,,
191_19,02-01-2011,,0.207136,61.000000,0.079343,0.914378,1.543478,
191_19,03-01-2010,,0.201411,67.000000,0.095270,0.897885,1.594366,
191_19,03-01-2011,,0.212156,61.000000,0.078894,0.914928,1.569892,
191_19,04-01-2010,,0.207779,65.000000,0.076492,0.918207,1.669048,
191_19,05-01-2010,,0.201055,64.000000,0.083967,0.910342,1.373737,
191_19,06-01-2010,,0.207974,60.000000,0.075537,0.916195,1.897959,
191_19,07-01-2010,,0.197367,57.000000,0.076945,0.916157,1.309764,
191_19,07-01-2011,,0.207693,58.000000,0.126373,0.867635,1.966981,
191_19,08-01-2010,,0.203681,57.000000,0.124135,0.867453,1.440000,
191_19,08-01-2011,,0.207497,58.000000,0.090991,0.901623,2.389344,
191_19,09-01-2010,,0.197923,58.000000,0.134129,0.861995,1.542700,
191_19,09-01-2011,,0.212534,57.000000,0.204170,0.792193,1.951111,
191_19,10-01-2010,,0.192307,59.000000,0.083601,0.907736,1.624324,
191_19,11-01-2010,,0.203928,57.000000,0.076197,0.917398,2.107246,
191_19,12-01-2010,,0.202230,59.000000,0.079997,0.912406,1.352941,
196_02,01-01-2010,,0.238461,,,,,
196_02,01-01-2011,1.049252,0.286929,119.000000,0.931728,0.055824,2.144830,2314
196_02,02-01-2010,1.017803,0.219941,124.000000,0.770018,0.223325,1.801411,682
196_02,02-01-2011,1.960535,0.385216,104.000000,0.911900,0.073978,2.135909,2476
196_02,03-01-2010,1.010143,0.219069,130.000000,0.822701,0.160416,2.201207,1065
196_02,03-01-2011,2.169015,0.391613,92.000000,0.903149,0.085327,2.248078,2387
196_02,04-01-2010,1.036451,0.222694,113.000000,0.862131,0.129418,2.246515,2027
196_02,05-01-2010,1.037000,0.221270,112.000000,0.833295,0.152920,2.554878,2022
196_02,06-01-2010,1.032781,0.224636,113.000000,0.801742,0.187506,2.718442,1537
196_02,07-01-2010,1.054871,0.241286,110.000000,0.857953,0.124980,2.384064,1652
196_02,07-01-2011,2.263773,0.395189,94.000000,0.908026,0.079145,2.615346,1654
196_02,08-01-2010,1.008414,0.242602,110.000000,0.910883,0.074701,1.980763,2249
196_02,08-01-2011,2.257685,0.394689,95.000000,0.921869,0.064559,2.601997,1901
196_02,09-01-2010,0.940314,0.258746,109.000000,0.939631,0.046817,1.930388,2501
196_02,09-01-2011,2.368454,0.396676,93.000000,0.917736,0.067139,2.642577,1912
196_02,10-01-2010,0.971517,0.264036,96.000000,0.945036,0.042476,2.083060,2388
196_02,11-01-2010,0.992601,0.262908,101.000000,0.927563,0.061019,2.028868,1787
196_02,12-01-2010,1.014922,0.268069,111.000000,0.927054,0.060062,2.271222,1902
203_jc,01-01-2011,4.302442,0.604080,40.000000,0.733543,0.260393,1.246088,1076
203_jc,02-01-2010,3.045495,0.481951,47.000000,0.564614,0.432264,1.197802,301
203_jc,02-01-2011,3.929488,0.764157,39.000000,0.738596,0.253070,1.245902,1003
203_jc,03-01-2010,3.917366,0.642846,40.000000,0.608753,0.380286,1.518947,671
203_jc,03-01-2011,4.657398,0.732739,39.000000,0.744176,0.234884,1.575480,914
203_jc,04-01-2010,4.174800,0.538953,39.000000,0.565176,0.429936,1.346051,804
203_jc,05-01-2010,4.327389,0.583597,39.000000,0.585795,0.409329,1.791385,844
203_jc,06-01-2010,4.708327,0.703106,38.500000,0.718158,0.272604,1.705882,808
203_jc,07-01-2010,4.387723,0.368760,42.000000,0.644277,0.349041,1.310401,868
203_jc,07-01-2011,5.071808,1.246148,38.000000,0.813653,0.178454,1.691337,898
203_jc,08-01-2010,4.152656,0.626051,38.000000,0.734392,0.256552,1.236124,802
203_jc,08-01-2011,5.170234,1.166816,37.000000,0.721288,0.267168,1.886154,753
203_jc,09-01-2010,4.609241,0.605510,38.000000,0.687319,0.308784,1.386000,739
203_jc,09-01-2011,5.252224,1.407118,38.000000,0.772182,0.219891,1.903333,679
203_jc,10-01-2010,4.108437,0.622800,39.000000,0.639284,0.353726,1.412605,877
203_jc,11-01-2010,4.111868,0.723601,38.000000,0.721162,0.271177,1.331205,934
203_jc,12-01-2010,4.346178,0.724040,39.000000,0.745077,0.246801,1.292802,1081
203_jm,01-01-2010,3.381726,0.764166,41.000000,0.666353,0.329802,1.670927,200
203_jm,01-01-2011,4.089123,0.690729,32.000000,0.604407,0.385728,1.730700,2981
203_jm,02-01-2010,3.252192,0.763383,44.000000,0.634938,0.352531,1.492200,782
203_jm,02-01-2011,4.237925,0.762678,33.000000,0.580735,0.412265,1.618962,2586
203_jm,03-01-2010,4.030310,0.842430,39.000000,0.498559,0.497456,1.935701,2038
203_jm,03-01-2011,3.743506,0.761753,34.000000,0.665318,0.321676,1.671347,2624
203_jm,04-01-2010,4.468129,0.843501,38.000000,0.392589,0.599697,1.874885,2624
203_jm,05-01-2010,4.376360,0.844132,38.000000,0.422977,0.570411,1.841814,2648
203_jm,06-01-2010,4.452923,0.832684,38.000000,0.382101,0.613916,2.069961,2282
203_jm,07-01-2010,4.727975,0.810990,38.000000,0.390018,0.605435,2.171246,2153
203_jm,07-01-2011,4.606225,0.844698,36.000000,0.508146,0.482136,1.959743,1881
203_jm,08-01-2010,4.326073,0.804871,38.000000,0.420517,0.570204,1.794683,1972
203_jm,08-01-2011,4.895178,0.844744,35.000000,0.558501,0.434075,1.954118,1727
203_jm,09-01-2010,4.622682,0.804943,32.000000,0.392986,0.601646,1.519825,2007
203_jm,09-01-2011,5.002669,0.881840,35.000000,0.575809,0.415585,1.979070,1709
203_jm,10-01-2010,4.411630,0.845804,32.000000,0.491078,0.496043,1.715993,2257
203_jm,11-01-2010,4.083271,0.803799,32.000000,0.478927,0.511504,1.613376,2415
203_jm,12-01-2010,4.133562,0.747440,32.000000,0.609903,0.382480,1.710163,2812
203_ka,01-01-2011,3.805459,0.358492,42.000000,0.541422,0.442385,1.837288,574
203_ka,02-01-2010,,0.408588,,,,,
203_ka,02-01-2011,3.640502,0.356397,42.000000,0.354913,0.639704,1.853018,475
203_ka,03-01-2010,2.799408,0.356464,45.000000,0.378433,0.610068,1.553030,395
203_ka,03-01-2011,4.018107,0.358383,42.000000,0.260557,0.725386,1.775883,503
203_ka,04-01-2010,2.813628,0.356587,45.000000,0.167876,0.828545,1.713392,427
203_ka,05-01-2010,3.104134,0.361681,44.000000,0.252112,0.742650,1.755414,451
203_ka,06-01-2010,3.577844,0.365921,43.000000,0.143573,0.850413,1.830435,352
203_ka,07-01-2010,3.361501,0.360161,43.000000,0.155512,0.840134,1.667125,380
203_ka,07-01-2011,5.002377,0.366346,42.000000,0.376983,0.602615,1.843621,446
203_ka,08-01-2010,3.891340,0.357010,43.000000,0.252045,0.742817,1.995406,380
203_ka,08-01-2011,4.908014,0.364730,43.000000,0.383010,0.613046,2.319182,395
203_ka,09-01-2010,3.662719,0.362937,42.000000,0.180087,0.786043,1.668842,339
203_ka,09-01-2011,5.887488,0.832234,40.000000,0.388356,0.605781,2.457364,327
203_ka,10-01-2010,3.942877,0.362001,42.000000,0.236120,0.755126,2.024182,407
203_ka,11-01-2010,3.987839,0.356638,42.000000,0.364418,0.630421,1.561449,498
203_ka,12-01-2010,3.789379,0.362188,43.000000,0.338914,0.647676,1.732497,592
203_kr,01-01-2011,2.861165,0.358591,43.000000,0.773739,0.214874,1.435043,890
203_kr,02-01-2010,2.358667,0.339509,46.000000,0.737636,0.258808,1.120130,215
203_kr,02-01-2011,2.977496,0.366156,42.000000,0.788985,0.188793,1.627599,808
203_kr,03-01-2010,2.575240,0.355875,43.000000,0.657498,0.336704,1.476306,582
203_kr,03-01-2011,3.056299,0.364579,42.000000,0.727668,0.261024,1.721905,798
203_kr,04-01-2010,2.912346,0.361018,43.000000,0.624788,0.370630,1.614359,688
203_kr,05-01-2010,2.982885,0.366465,42.000000,0.541336,0.451651,1.450051,684
203_kr,06-01-2010,2.972109,0.370113,42.000000,0.625377,0.369613,1.926857,614
203_kr,07-01-2010,2.881205,0.369827,43.000000,0.619566,0.364608,1.954119,671
203_kr,07-01-2011,3.432395,0.418491,41.000000,0.782431,0.205118,2.047930,701
203_kr,08-01-2010,3.123870,0.360113,42.000000,0.782118,0.206860,1.296894,606
203_kr,08-01-2011,3.269344,0.386510,42.000000,0.842431,0.147280,1.715608,575
203_kr,09-01-2010,2.790440,0.362366,43.000000,0.741297,0.239944,1.697701,610
203_kr,09-01-2011,3.720734,0.682593,41.000000,0.896693,0.093281,2.129082,497
203_kr,10-01-2010,3.112236,0.379705,42.000000,0.744393,0.248221,1.401451,632
203_kr,11-01-2010,2.944251,0.357445,43.000000,0.725155,0.269316,1.889503,687
203_kr,12-01-2010,3.357018,0.364503,42.000000,0.739734,0.252610,1.634699,865
203_li,01-01-2011,3.704981,0.367553,41.000000,0.776194,0.216579,1.670968,869
203_li,02-01-2010,3.033579,0.415279,46.000000,0.664818,0.323904,1.098802,249
203_li,02-01-2011,3.873329,0.367184,42.000000,0.618882,0.368072,1.416667,897
203_li,03-01-2010,2.772896,0.364752,46.000000,0.445322,0.550551,1.352693,590
203_li,03-01-2011,4.177808,0.360097,43.000000,0.517968,0.472725,1.633827,741
203_li,04-01-2010,3.253080,0.367796,45.000000,0.331470,0.659943,1.623789,696
203_li,05-01-2010,3.536997,0.384583,44.000000,0.321389,0.674266,1.848062,771
